Date,Plot,Qdrt,Treatment,Group,Cover,Species,"Native (N) or 
 Non (NN)",Coef
9/19/2022,2,2,Mechanical,FORB,4,MALCOR,NV,1
9/19/2022,2,2,Mechanical,SHRU,3,MORCER,NV,4
9/19/2022,2,2,Mechanical,GRAS,3,UROMAX,NN,0
9/19/2022,2,2,Mechanical,VINE,2,MOMCHA,NN,0
9/19/2022,2,3,Mechanical,GRAS,5,UROMAX,NN,0
9/19/2022,2,3,Mechanical,FORB,3,MALCOR,NV,1
9/19/2022,2,3,Mechanical,FORB,2,COMSPP,ND,0
9/19/2022,2,3,Mechanical,FORB,2,PHLSPP,NV,0
9/19/2022,2,4,Mechanical,GRAS,6,UROMAX,NN,0
9/19/2022,2,4,Mechanical,FORB,2,BIDALB,NV,0
9/19/2022,2,4,Mechanical,FORB,2,MALCOR,NV,1
9/19/2022,2,5,Mechanical,FORB,5,MALCOR,NV,1
9/19/2022,2,5,Mechanical,GRAS,4,UROMAX,NN,0
9/19/2022,2,5,Mechanical,GRAS,1,ARISPI,NV,7
9/19/2022,3,1,Underlayment,NONE,5,BARSOI,ND,0
9/19/2022,3,1,Underlayment,GRAS,3,PANDIC,NV,1
9/19/2022,3,1,Underlayment,FORB,3,BIDALB,NV,0
9/19/2022,3,1,Underlayment,SHRU,3,URELOB,NN,0
9/19/2022,3,1,Underlayment,FORB,2,MOLVER,NN,0
9/19/2022,3,1,Underlayment,FORB,2,MALCOR,NV,1
9/19/2022,3,1,Underlayment,NONE,2,DEDVEG,ND,0
9/19/2022,3,2,Underlayment,NONE,5,BARSOI,ND,0
9/19/2022,3,2,Underlayment,FORB,2,MALCOR,NV,1
9/19/2022,3,2,Underlayment,SHRU,2,URELOB,NN,0
9/19/2022,3,2,Underlayment,FORB,2,MOLVER,NN,0
9/19/2022,3,2,Underlayment,FORB,2,BIDALB,NV,0
9/19/2022,3,2,Underlayment,FABA,2,VIGLUT,NV,2
9/19/2022,3,2,Underlayment,VINE,2,MOMCHA,NN,0
9/19/2022,3,2,Underlayment,FORB,2,POLPRO,NV,1
9/19/2022,3,2,Underlayment,NONE,2,UNKDIC,ND,0
9/19/2022,3,2,Underlayment,NONE,2,UNKDIC,ND,0
9/19/2022,4,1,Plastic,FORB,4,MOLVER,NN,0
9/19/2022,4,1,Plastic,GRAS,3,COLANC,NV,7
9/19/2022,4,1,Plastic,GRAS,3,ERASPE,NV,2
9/19/2022,4,1,Plastic,NONE,3,BARSOI,ND,0
9/19/2022,4,1,Plastic,GRAS,2,SETPAR,NV,3
9/19/2022,4,1,Plastic,GRAS,2,PANDIC,NV,1
9/19/2022,4,2,Plastic,GRAS,3,SETPAR,NV,3
9/19/2022,4,2,Plastic,GRAS,3,PANVIR,NV,4
9/19/2022,4,2,Plastic,FORB,3,MALCOR,NV,1
9/19/2022,4,2,Plastic,NONE,3,BARSOI,ND,0
9/19/2022,4,2,Plastic,FORB,2,MOLVER,NN,0
9/19/2022,4,2,Plastic,GRAS,2,EUSPET,NV,2
9/19/2022,4,2,Plastic,FABA,2,INDHIR,NN,0
9/19/2022,5,1,Underlayment,NONE,4,BARSOI,ND,0
9/19/2022,5,1,Underlayment,SHRU,3,URELOB,NN,0
9/19/2022,5,1,Underlayment,FORB,3,MALCOR,NV,1
9/19/2022,5,1,Underlayment,GRAS,3,ARISPI,NV,7
9/19/2022,5,1,Underlayment,NONE,2,DEDVEG,ND,0
9/19/2022,5,1,Underlayment,NONE,1,UNKDIC,ND,0
9/19/2022,5,1,Underlayment,FORB,1,PHLSPP,NV,0
9/19/2022,5,2,Underlayment,NONE,4,BARSOI,ND,0
9/19/2022,5,2,Underlayment,GRAS,3,SETPAR,NV,3
9/19/2022,5,2,Underlayment,FORB,3,MALCOR,NV,1
9/19/2022,5,2,Underlayment,SHRU,3,URELOB,NN,0
9/19/2022,5,2,Underlayment,FORB,2,BIDALB,NV,0
9/19/2022,5,2,Underlayment,GRAS,2,PANDIC,NV,1
9/19/2022,5,2,Underlayment,SEDG,2,CYPSPP,ND,0
9/19/2022,5,2,Underlayment,NONE,1,UNKDIC,ND,0
9/19/2022,5,2,Underlayment,NONE,1,UNKDIC,ND,0
9/19/2022,5,2,Underlayment,GRAS,1,MUHCAP,NV,7
9/19/2022,6,1,Plastic,NONE,5,BARSOI,ND,0
9/19/2022,6,1,Plastic,GRAS,3,PANDIC,NV,1
9/19/2022,6,1,Plastic,FORB,2,MOLVER,NN,0
9/19/2022,6,1,Plastic,VINE,2,MOMCHA,NN,0
9/19/2022,6,1,Plastic,GRAS,2,ARISPI,NV,7
9/19/2022,6,1,Plastic,GRAS,2,EUSPET,NV,2
9/19/2022,6,1,Plastic,FORB,2,POLPRO,NV,1
9/19/2022,6,1,Plastic,NONE,2,DEDVEG,ND,0
9/19/2022,6,2,Plastic,SEDG,4,CYPSPP,ND,0
9/19/2022,6,2,Plastic,SEDG,4,CYPSPP,ND,0
9/19/2022,6,2,Plastic,FORB,4,POLPRO,NV,1
9/19/2022,6,2,Plastic,GRAS,3,PANDIC,NV,1
9/19/2022,6,2,Plastic,FORB,2,COMSPP,ND,0
9/19/2022,6,2,Plastic,FORB,2,MOLVER,NN,0
9/19/2022,6,2,Plastic,FORB,2,CORAES,NN,0
9/19/2022,7,1,Underlayment,NONE,5,BARSOI,ND,0
9/19/2022,7,1,Underlayment,FORB,3,MALCOR,NV,1
9/19/2022,7,1,Underlayment,ASTE,2,SOLSEM,NV,4
9/19/2022,7,1,Underlayment,SHRU,2,URELOB,NN,0
9/19/2022,7,1,Underlayment,GRAS,2,DIGFIL,NV,7
9/19/2022,7,1,Underlayment,FORB,2,POLPRO,NV,1
9/19/2022,7,1,Underlayment,FORB,2,COMSPP,ND,0
9/19/2022,7,1,Underlayment,VINE,2,RUBSPP,NV,3
9/19/2022,7,1,Underlayment,GRAS,2,ERASPE,NV,2
9/19/2022,7,2,Underlayment,NONE,3,BARSOI,ND,0
9/19/2022,7,2,Underlayment,SHRU,3,URELOB,NN,0
9/19/2022,7,2,Underlayment,FORB,3,MALCOR,NV,1
9/19/2022,7,2,Underlayment,FORB,3,BIDALB,NV,0
9/19/2022,7,2,Underlayment,GRAS,3,SETPAR,NV,3
9/19/2022,7,2,Underlayment,GRAS,2,ANDVIR,NV,6
9/19/2022,7,2,Underlayment,GRAS,2,ANDGLO,NV,2
9/19/2022,7,2,Underlayment,NONE,1,UNKDIC,ND,0
9/19/2022,7,2,Underlayment,FORB,1,POLPRO,NV,1
9/19/2022,8,1,Plastic,NONE,5,BARSOI,ND,0
9/19/2022,8,1,Plastic,FORB,3,MALCOR,NV,1
9/19/2022,8,1,Plastic,FORB,2,POLPRO,NV,1
9/19/2022,8,1,Plastic,FORB,2,PORSPP,NV,1
9/19/2022,8,1,Plastic,GRAS,2,EUSPET,NV,2
9/19/2022,8,1,Plastic,NONE,2,UNKDIC,ND,0
9/19/2022,8,1,Plastic,NONE,2,UNKMON,ND,0
9/19/2022,8,2,Plastic,FORB,5,MALCOR,NV,1
9/19/2022,8,2,Plastic,NONE,3,BARSOI,ND,0
9/19/2022,8,2,Plastic,FORB,2,BIDALB,NV,0
9/19/2022,8,2,Plastic,FORB,1,POLPRO,NV,1
9/19/2022,8,2,Plastic,FABA,1,INDHIR,NN,0
9/19/2022,8,2,Plastic,GRAS,1,ERISPP,NN,0
9/19/2022,9,1,Plastic,NONE,5,BARSOI,ND,0
9/19/2022,9,1,Plastic,FORB,3,MOLVER,NN,0
9/19/2022,9,1,Plastic,GRAS,2,SETPAR,NV,3
9/19/2022,9,1,Plastic,SEDG,2,CYPSPP,ND,0
9/19/2022,9,1,Plastic,GRAS,2,ERASPE,NV,2
9/19/2022,9,1,Plastic,NONE,2,UNKDIC,ND,0
9/19/2022,9,1,Plastic,FORB,2,POLPRO,NV,1
9/19/2022,9,2,Plastic,NONE,4,BARSOI,ND,0
9/19/2022,9,2,Plastic,GRAS,3,PANDIC,NV,1
9/19/2022,9,2,Plastic,FORB,3,MOLVER,NN,0
9/19/2022,9,2,Plastic,GRAS,2,ERASPE,NV,2
9/19/2022,9,2,Plastic,SEDG,2,CYPSPP,ND,0
9/19/2022,9,2,Plastic,SEDG,2,CYPSPP,ND,0
9/19/2022,9,2,Plastic,FABA,2,CHAFAS,NV,5
9/19/2022,9,2,Plastic,GRAS,2,ANDGLO,NV,2
9/19/2022,9,2,Plastic,GRAS,2,ANDVIR,NV,6
9/19/2022,9,2,Plastic,NONE,2,UNKDIC,ND,0
9/19/2022,9,2,Plastic,NONE,2,UNKDIC,ND,0
9/19/2022,9,2,Plastic,SHRU,1,URELOB,NN,0
9/19/2022,9,2,Plastic,FORB,1,PHLSPP,NV,0
9/19/2022,10,1,Underlayment,GRAS,3,ERASPE,NV,2
9/19/2022,10,1,Underlayment,GRAS,3,ANDGLO,NV,2
9/19/2022,10,1,Underlayment,GRAS,3,PANDIC,NV,1
9/19/2022,10,1,Underlayment,FORB,3,MALCOR,NV,1
9/19/2022,10,1,Underlayment,SHRU,3,URELOB,NN,0
9/19/2022,10,1,Underlayment,FORB,3,MOLVER,NN,0
9/19/2022,10,1,Underlayment,NONE,3,BARSOI,ND,0
9/19/2022,10,1,Underlayment,NONE,2,UNKDIC,ND,0
9/19/2022,10,1,Underlayment,FORB,2,PORSPP,NV,1
9/19/2022,10,2,Underlayment,NONE,4,BARSOI,ND,0
9/19/2022,10,2,Underlayment,FORB,3,MALCOR,NV,1
9/19/2022,10,2,Underlayment,GRAS,3,PASPLI,NV,2
9/19/2022,10,2,Underlayment,GRAS,3,EUSPET,NV,2
9/19/2022,10,2,Underlayment,GRAS,3,ANDGLO,NV,2
9/19/2022,10,2,Underlayment,SHRU,3,URELOB,NN,0
9/19/2022,10,2,Underlayment,FABA,2,INDHIR,NN,0
9/19/2022,10,2,Underlayment,NONE,2,UNKDIC,ND,0
9/19/2022,10,2,Underlayment,GRAS,2,ARISPI,NV,7
9/19/2022,10,2,Underlayment,FORB,2,COMSPP,ND,0
9/19/2022,11,1,Underlayment,SHRU,4,URELOB,NN,0
9/19/2022,11,1,Underlayment,GRAS,3,ANDGLO,NV,2
9/19/2022,11,1,Underlayment,GRAS,3,EUSPET,NV,2
9/19/2022,11,1,Underlayment,NONE,3,BARSOI,ND,0
9/19/2022,11,1,Underlayment,NONE,2,DEDVEG,ND,0
9/19/2022,11,1,Underlayment,FABA,2,INDHIR,NN,0
9/19/2022,11,1,Underlayment,FORB,2,MOLVER,NN,0
9/19/2022,11,1,Underlayment,FORB,2,POLPRO,NV,1
9/19/2022,11,1,Underlayment,FORB,2,MALCOR,NV,1
9/19/2022,11,2,Underlayment,GRAS,3,ERASPE,NV,2
9/19/2022,11,2,Underlayment,SHRU,3,URELOB,NN,0
9/19/2022,11,2,Underlayment,FORB,3,MALCOR,NV,1
9/19/2022,11,2,Underlayment,GRAS,3,EUSPET,NV,2
9/19/2022,11,2,Underlayment,NONE,3,BARSOI,ND,0
9/19/2022,11,2,Underlayment,FORB,2,MOLVER,NN,0
9/19/2022,11,2,Underlayment,FORB,2,PORSPP,NV,1
9/19/2022,11,2,Underlayment,FORB,2,POLPRO,NV,1
9/19/2022,11,2,Underlayment,FORB,2,COMSPP,ND,0
9/19/2022,11,2,Underlayment,FABA,1,INDHIR,NN,0
11/4/2022,0,1,Control,SHRU,4,URELOB,NN,0
11/4/2022,0,1,Control,GRAS,4,UROMAX,NN,0
11/4/2022,0,1,Control,FABA,4,INDHIR,NN,0
11/4/2022,0,1,Control,NONE,1,BARSOI,ND,0
11/4/2022,0,2,Control,GRAS,6,UROMAX,NN,0
11/4/2022,0,2,Control,FABA,2,INDHIR,NN,0
11/4/2022,1,1,Herbicide,FORB,4,BIDALB,NV,0
11/4/2022,1,1,Herbicide,NONE,3,BARSOI,ND,0
11/4/2022,1,1,Herbicide,NONE,3,DEDVEG,ND,0
11/4/2022,1,1,Herbicide,GRAS,2,UROMAX,NN,0
11/4/2022,1,1,Herbicide,FORB,2,CORAES,NN,0
11/4/2022,1,1,Herbicide,FORB,2,PHLSPP,NV,0
11/4/2022,1,1,Herbicide,SHRU,1,URELOB,NN,0
11/4/2022,1,2,Herbicide,NONE,5,DEDVEG,ND,0
11/4/2022,1,2,Herbicide,GRAS,3,UROMAX,NN,0
11/4/2022,1,2,Herbicide,FORB,2,COMSPP,ND,0
11/4/2022,1,2,Herbicide,FABA,2,SENOBT,NV,1
11/4/2022,1,2,Herbicide,FORB,2,PHLSPP,NV,0
11/4/2022,1,2,Herbicide,FORB,2,AMBART,NV,0
11/4/2022,1,2,Herbicide,FORB,2,CORAES,NN,0
11/4/2022,1,2,Herbicide,SHRU,2,URELOB,NN,0
11/4/2022,1,2,Herbicide,FORB,1,PORSPP,NV,1
11/4/2022,1,2,Herbicide,NONE,1,BARSOI,ND,0
11/4/2022,1,3,Herbicide,NONE,5,DEDVEG,ND,0
11/4/2022,1,3,Herbicide,FORB,3,BIDALB,NV,0
11/4/2022,1,3,Herbicide,FORB,3,CORAES,NN,0
11/4/2022,1,3,Herbicide,SHRU,2,URELOB,NN,0
11/4/2022,1,3,Herbicide,GRAS,2,UROMAX,NN,0
11/4/2022,1,3,Herbicide,NONE,2,BARSOI,ND,0
11/4/2022,1,3,Herbicide,NONE,2,UNKDIC,ND,0
11/4/2022,1,3,Herbicide,FORB,1,PHLSPP,NV,0
11/4/2022,1,4,Herbicide,NONE,5,DEDVEG,ND,0
11/4/2022,1,4,Herbicide,NONE,4,BARSOI,ND,0
11/4/2022,1,4,Herbicide,FORB,1,MALCOR,NV,1
11/4/2022,1,4,Herbicide,SHRU,1,URELOB,NN,0
11/4/2022,1,4,Herbicide,FABA,1,SENOBT,NV,1
11/4/2022,1,5,Herbicide,NONE,7,DEDVEG,ND,0
11/4/2022,2,1,Mechanical,GRAS,4,UROMAX,NN,0
11/4/2022,2,1,Mechanical,NONE,4,DEDVEG,ND,0
11/4/2022,2,1,Mechanical,FORB,3,MALCOR,NV,1
11/4/2022,2,1,Mechanical,VINE,3,RUBSPP,NV,3
11/4/2022,2,1,Mechanical,SHRU,1,URELOB,NN,0
11/4/2022,2,2,Mechanical,NONE,4,DEDVEG,ND,0
11/4/2022,2,2,Mechanical,GRAS,4,UROMAX,NN,0
11/4/2022,2,2,Mechanical,FORB,3,MALCOR,NV,1
11/4/2022,2,2,Mechanical,VINE,3,RUBSPP,NV,3
11/4/2022,2,2,Mechanical,SHRU,1,URELOB,NN,0
11/4/2022,2,3,Mechanical,FORB,4,PHLSPP,NV,0
11/4/2022,2,3,Mechanical,GRAS,4,UROMAX,NN,0
11/4/2022,2,3,Mechanical,NONE,4,DEDVEG,ND,0
11/4/2022,2,3,Mechanical,SHRU,2,URELOB,NN,0
11/4/2022,2,3,Mechanical,FORB,1,CORAES,NN,0
11/4/2022,2,3,Mechanical,NONE,1,UNKDIC,ND,0
11/4/2022,2,4,Mechanical,SEDG,4,CYPSPP,ND,0
11/4/2022,2,4,Mechanical,FORB,3,PHLSPP,NV,0
11/4/2022,2,4,Mechanical,GRAS,3,UROMAX,NN,0
11/4/2022,2,4,Mechanical,NONE,3,DEDVEG,ND,0
11/4/2022,2,4,Mechanical,SHRU,2,URELOB,NN,0
11/4/2022,2,4,Mechanical,FORB,2,MALCOR,NV,1
11/4/2022,2,4,Mechanical,FORB,1,COMSPP,ND,0
11/4/2022,2,5,Mechanical,NONE,4,DEDVEG,ND,0
11/4/2022,2,5,Mechanical,GRAS,4,UROMAX,NN,0
11/4/2022,2,5,Mechanical,SHRU,3,URELOB,NN,0
11/4/2022,2,5,Mechanical,FORB,2,CORAES,NN,0
11/4/2022,3,1,Underlayment,FORB,5,CORAES,NN,0
11/4/2022,3,1,Underlayment,GRAS,3,DIGFIL,NV,7
11/4/2022,3,1,Underlayment,FABA,2,INDHIR,NN,0
11/4/2022,3,1,Underlayment,GRAS,1,SETPAR,NV,3
11/4/2022,3,1,Underlayment,FORB,1,POLPRO,NV,1
11/4/2022,3,1,Underlayment,FORB,1,BIDALB,NV,0
11/4/2022,3,2,Underlayment,FORB,4,CORAES,NN,0
11/4/2022,3,2,Underlayment,NONE,4,BARSOI,ND,0
11/4/2022,3,2,Underlayment,ASTE,3,SOLSEM,NV,4
11/4/2022,3,2,Underlayment,FABA,3,SENOBT,NV,1
11/4/2022,3,2,Underlayment,SHRU,3,URELOB,NN,0
11/4/2022,3,2,Underlayment,FABA,3,INDHIR,NN,0
11/4/2022,3,2,Underlayment,FORB,2,CROSPP,NN,0
11/4/2022,3,2,Underlayment,FABA,2,RHYMIN,NV,1
11/4/2022,3,2,Underlayment,GRAS,2,ERASPE,NV,2
11/4/2022,3,2,Underlayment,FORB,1,POLPRO,NV,1
11/4/2022,3,2,Underlayment,FORB,1,OLDCOR,NN,0
11/4/2022,4,1,Plastic,FORB,4,CORAES,NN,0
11/4/2022,4,1,Plastic,NONE,3,BARSOI,ND,0
11/4/2022,4,1,Plastic,GRAS,3,PASPLI,NV,2
11/4/2022,4,1,Plastic,GRAS,3,ERASPE,NV,2
11/4/2022,4,1,Plastic,NONE,2,BARSOI,ND,0
11/4/2022,4,1,Plastic,FORB,2,BIDALB,NV,0
11/4/2022,4,1,Plastic,FABA,2,INDHIR,NN,0
11/4/2022,4,1,Plastic,GRAS,2,SETPAR,NV,3
11/4/2022,4,1,Plastic,FORB,2,OLDCOR,NN,0
11/4/2022,4,2,Plastic,FORB,5,CORAES,NN,0
11/4/2022,4,2,Plastic,FABA,2,SENOBT,NV,1
11/4/2022,4,2,Plastic,GRAS,2,PANDIC,NV,1
11/4/2022,4,2,Plastic,NONE,2,BARSOI,ND,0
11/4/2022,5,1,Underlayment,GRAS,3,EUSPET,NV,2
11/4/2022,5,1,Underlayment,GRAS,3,ERASPE,NV,2
11/4/2022,5,1,Underlayment,GRAS,3,UROMAX,NN,0
11/4/2022,5,1,Underlayment,FORB,3,CORAES,NN,0
11/4/2022,5,1,Underlayment,GRAS,3,SETPAR,NV,3
11/4/2022,5,1,Underlayment,FORB,2,BIDALB,NV,0
11/4/2022,5,1,Underlayment,VINE,2,RUBSPP,NV,3
11/4/2022,5,1,Underlayment,GRAS,2,PANDIC,NV,1
11/4/2022,5,1,Underlayment,FORB,1,POLPRO,NV,1
11/4/2022,5,1,Underlayment,FORB,1,OLDCOR,NN,0
11/4/2022,5,2,Underlayment,FORB,4,CROSPP,NN,0
11/4/2022,5,2,Underlayment,FORB,4,CORAES,NN,0
11/4/2022,5,2,Underlayment,GRAS,3,UROMAX,NN,0
11/4/2022,5,2,Underlayment,GRAS,3,ERASPE,NV,2
11/4/2022,5,2,Underlayment,FABA,3,VIGLUT,NV,2
11/4/2022,5,2,Underlayment,GRAS,3,ARISPI,NV,7
11/4/2022,5,2,Underlayment,SHRU,2,URELOB,NN,0
11/4/2022,5,2,Underlayment,NONE,2,DEDVEG,ND,0
11/4/2022,5,2,Underlayment,NONE,2,BARSOI,ND,0
11/4/2022,5,2,Underlayment,FORB,1,OLDCOR,NN,0
11/4/2022,6,1,Plastic,GRAS,4,ERASPE,NV,2
11/4/2022,6,1,Plastic,FORB,4,CORAES,NN,0
11/4/2022,6,1,Plastic,GRAS,2,EUSPET,NV,2
11/4/2022,6,1,Plastic,VINE,1,MOMCHA,NN,0
11/4/2022,6,1,Plastic,FORB,1,AMBART,NV,0
11/4/2022,6,1,Plastic,FORB,1,POLPRO,NV,1
11/4/2022,6,2,Plastic,GRAS,3,ANDVIR,NV,6
11/4/2022,6,2,Plastic,GRAS,3,SETPAR,NV,3
11/4/2022,6,2,Plastic,FORB,3,POLPRO,NV,1
11/4/2022,6,2,Plastic,FORB,3,CORAES,NN,0
11/4/2022,6,2,Plastic,GRAS,3,EUSPET,NV,2
11/4/2022,6,2,Plastic,GRAS,3,ERASPE,NV,2
11/4/2022,6,2,Plastic,NONE,3,BARSOI,ND,0
11/4/2022,6,2,Plastic,NONE,3,DEDVEG,ND,0
11/4/2022,6,2,Plastic,VINE,2,MOMCHA,NN,0
11/4/2022,6,2,Plastic,FORB,1,MALCOR,NV,1
11/4/2022,6,2,Plastic,FABA,1,SENOBT,NV,1
11/4/2022,7,1,Underlayment,FORB,5,CORAES,NN,0
11/4/2022,7,1,Underlayment,SHRU,4,URELOB,NN,0
11/4/2022,7,1,Underlayment,FORB,3,POLPRO,NV,1
11/4/2022,7,1,Underlayment,NONE,3,BARSOI,ND,0
11/4/2022,7,1,Underlayment,GRAS,3,PASPLI,NV,2
11/4/2022,7,1,Underlayment,GRAS,2,EUSPET,NV,2
11/4/2022,7,1,Underlayment,FORB,2,BIDALB,NV,0
11/4/2022,7,1,Underlayment,FABA,2,INDHIR,NN,0
11/4/2022,7,2,Underlayment,SHRU,4,URELOB,NN,0
11/4/2022,7,2,Underlayment,FORB,3,BIDALB,NV,0
11/4/2022,7,2,Underlayment,FORB,3,CORAES,NN,0
11/4/2022,7,2,Underlayment,FABA,3,INDHIR,NN,0
11/4/2022,7,2,Underlayment,FORB,3,POLPRO,NV,1
11/4/2022,7,2,Underlayment,NONE,2,BARSOI,ND,0
11/4/2022,7,2,Underlayment,FORB,2,OLDCOR,NN,0
11/4/2022,8,1,Plastic,FABA,4,INDHIR,NN,0
11/4/2022,8,1,Plastic,FORB,4,CORAES,NN,0
11/4/2022,8,1,Plastic,FORB,2,BIDALB,NV,0
11/4/2022,8,1,Plastic,GRAS,2,ARISPI,NV,7
11/4/2022,8,1,Plastic,FORB,1,COMSPP,ND,0
11/4/2022,8,1,Plastic,FORB,1,POLPRO,NV,1
11/4/2022,8,2,Plastic,SHRU,3,URELOB,NN,0
11/4/2022,8,2,Plastic,NONE,3,BARSOI,ND,0
11/4/2022,8,2,Plastic,FABA,3,INDHIR,NN,0
11/4/2022,8,2,Plastic,FORB,3,CORAES,NN,0
11/4/2022,8,2,Plastic,GRAS,3,ERASPE,NV,2
11/4/2022,8,2,Plastic,GRAS,2,DIGFIL,NV,7
11/4/2022,8,2,Plastic,FORB,2,POLPRO,NV,1
11/4/2022,8,2,Plastic,FORB,2,BIDALB,NV,0
11/4/2022,8,2,Plastic,FORB,1,MALCOR,NV,1
11/4/2022,8,2,Plastic,NONE,1,UNKDIC,ND,0
11/4/2022,9,1,Plastic,GRAS,3,MELREP,NN,0
11/4/2022,9,1,Plastic,GRAS,3,ANDVIR,NV,6
11/4/2022,9,1,Plastic,GRAS,3,ERASPE,NV,2
11/4/2022,9,1,Plastic,FORB,3,LUDSPP,NV,2
11/4/2022,9,1,Plastic,FORB,3,POLPRO,NV,1
11/4/2022,9,1,Plastic,FORB,3,CORAES,NN,0
11/4/2022,9,1,Plastic,FORB,2,OLDCOR,NN,0
11/4/2022,9,2,Plastic,GRAS,3,PANDIC,NV,1
11/4/2022,9,2,Plastic,GRAS,3,ARISPI,NV,7
11/4/2022,9,2,Plastic,SEDG,3,CYPSPP,ND,0
11/4/2022,9,2,Plastic,FORB,3,POLPRO,NV,1
11/4/2022,9,2,Plastic,GRAS,3,ERASPE,NV,2
11/4/2022,9,2,Plastic,GRAS,3,ANDGLO,NV,2
11/4/2022,9,2,Plastic,NONE,3,BARSOI,ND,0
11/4/2022,9,2,Plastic,FORB,2,CORAES,NN,0
11/4/2022,9,2,Plastic,FABA,2,INDHIR,NN,0
11/4/2022,9,2,Plastic,FORB,2,PHLSPP,NV,0
11/4/2022,9,2,Plastic,SEDG,2,CYPSPP,ND,0
11/4/2022,9,2,Plastic,SEDG,2,CYPSPP,ND,0
11/4/2022,10,1,Underlayment,SHRU,4,URELOB,NN,0
11/4/2022,10,1,Underlayment,NONE,4,BARSOI,ND,0
11/4/2022,10,1,Underlayment,FORB,3,LUDSPP,NV,2
11/4/2022,10,1,Underlayment,FABA,3,VIGLUT,NV,2
11/4/2022,10,1,Underlayment,FORB,3,CORAES,NN,0
11/4/2022,10,1,Underlayment,FABA,3,INDHIR,NN,0
11/4/2022,10,1,Underlayment,FABA,3,AESAME,NV,2
11/4/2022,10,1,Underlayment,FORB,2,POLPRO,NV,1
11/4/2022,10,2,Underlayment,SHRU,4,URELOB,NN,0
11/4/2022,10,2,Underlayment,GRAS,3,SETPAR,NV,3
11/4/2022,10,2,Underlayment,FORB,3,LUDSPP,NV,2
11/4/2022,10,2,Underlayment,FORB,3,CORAES,NN,0
11/4/2022,10,2,Underlayment,FORB,2,POLPRO,NV,1
11/4/2022,11,1,Underlayment,NONE,4,BARSOI,ND,0
11/4/2022,11,1,Underlayment,GRAS,3,ARISPI,NV,7
11/4/2022,11,1,Underlayment,GRAS,3,EUSPET,NV,2
11/4/2022,11,1,Underlayment,GRAS,3,SETPAR,NV,3
11/4/2022,11,1,Underlayment,FORB,3,CORAES,NN,0
11/4/2022,11,1,Underlayment,SHRU,3,URELOB,NN,0
11/4/2022,11,1,Underlayment,FORB,1,POLPRO,NV,1
11/4/2022,11,1,Underlayment,FORB,1,OLDCOR,NN,0
11/4/2022,11,2,Underlayment,SHRU,4,URELOB,NN,0
11/4/2022,11,2,Underlayment,FABA,4,INDHIR,NN,0
11/4/2022,11,2,Underlayment,GRAS,3,ARISPI,NV,7
11/4/2022,11,2,Underlayment,FORB,3,CORAES,NN,0
11/4/2022,11,2,Underlayment,NONE,3,BARSOI,ND,0
11/4/2022,11,2,Underlayment,FORB,2,POLPRO,NV,1
11/4/2022,11,2,Underlayment,FORB,2,LUDSPP,NV,2
11/4/2022,11,2,Underlayment,NONE,1,UNKMON,ND,0
11/4/2022,11,2,Underlayment,NONE,1,UNKMON,ND,0
11/4/2022,11,2,Underlayment,FORB,1,OLDCOR,NN,0
